 num     #instances         #bytes  class name (module)
 634:             9            216  sun.rmi.runtime.Log$LoggerLog (java.rmi@17.0.5)
 635:             9            216  sun.util.logging.PlatformLogger$Level (java.base@17.0.5)
 636:             9            208  [Lcom.fasterxml.jackson.databind.ser.Serializers;
 637:             1            208  [Lorg.apache.coyote.ActionCode;
 638:            13            208  java.text.NumberFormat$Field (java.base@17.0.5)
 639:            13            208  jdk.proxy2.$Proxy15 (jdk.proxy2)
 640:             2            208  org.apache.coyote.http11.Http11Processor
 641:             2            208  org.springframework.beans.factory.support.GenericBeanDefinition
 642:             2            200  [Ljava.text.DateFormat$Field; (java.base@17.0.5)
 643:             5            200  com.fasterxml.jackson.core.util.DefaultPrettyPrinter
 644:             5            200  jdk.internal.ref.Cleaner (java.base@17.0.5)
 645:             5            200  org.apache.tomcat.util.descriptor.web.FilterMap
 646:             1            200  org.apache.tomcat.util.net.NioEndpoint
 647:             5            200  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@17.0.5)
 648:             4            192  [Ljava.lang.Thread; (java.base@17.0.5)
 649:             4            192  [Lorg.apache.tomcat.util.http.MimeHeaderField;
 650:             8            192  com.fasterxml.jackson.databind.module.SimpleSerializers
 651:             8            192  com.sun.beans.introspect.PropertyInfo$Name (java.desktop@17.0.5)
 652:             6            192  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping (java.management@17.0.5)
 653:             4            192  java.lang.ThreadGroup (java.base@17.0.5)
 654:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@17.0.5)
 655:             8            192  java.math.RoundingMode (java.base@17.0.5)
 656:             3            192  java.nio.DirectByteBufferR (java.base@17.0.5)
 657:             6            192  java.nio.file.attribute.FileTime (java.base@17.0.5)
 658:             6            192  java.time.format.TextStyle (java.base@17.0.5)
 659:             8            192  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@17.0.5)
 660:             4            192  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@17.0.5)
 661:            12            192  jdk.proxy1.$Proxy6 (jdk.proxy1)
 662:             4            192  jdk.xml.internal.JdkXmlFeatures$XmlFeature (java.xml@17.0.5)
 663:             8            192  org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
 664:             3            192  org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$WebMvcEndpointHandlerMethod
 665:             8            192  org.springframework.boot.logging.DeferredLog
 666:             8            192  org.springframework.core.ResolvableType$SyntheticParameterizedType
 667:             8            192  org.springframework.core.ResolvableType$TypeVariablesVariableResolver
 668:             8            192  org.springframework.http.HttpMethod
 669:             4            192  org.springframework.http.converter.json.MappingJackson2HttpMessageConverter
 670:             8            192  org.springframework.web.bind.annotation.RequestMethod
 671:             4            192  sun.security.provider.MoreDrbgParameters (java.base@17.0.5)
 672:             6            192  sun.util.resources.Bundles$CacheKey (java.base@17.0.5)
 673:            11            176  java.beans.PropertyChangeSupport$PropertyChangeListenerMap (java.desktop@17.0.5)
 674:             1            176  org.apache.catalina.connector.Request
 675:             2            176  org.apache.catalina.deploy.NamingResourcesImpl
 676:             2            176  org.apache.coyote.RequestInfo
 677:             2            176  org.apache.coyote.http11.Http11InputBuffer
 678:             1            168  [[Ljava.math.BigInteger; (java.base@17.0.5)
 679:             7            168  ch.qos.logback.classic.Level
 680:             7            168  com.fasterxml.jackson.annotation.JsonInclude$Include
 681:             7            168  com.fasterxml.jackson.annotation.PropertyAccessor
 682:             3            168  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer
 683:             7            168  io.micrometer.core.instrument.cumulative.CumulativeCounter
 684:             7            168  java.lang.System$Logger$Level (java.base@17.0.5)
 685:             7            168  java.net.Inet4Address (java.base@17.0.5)
 686:             3            168  java.nio.HeapCharBuffer (java.base@17.0.5)
 687:             7            168  java.util.concurrent.Executors$RunnableAdapter (java.base@17.0.5)
 688:             7            168  java.util.regex.Pattern$Dollar (java.base@17.0.5)
 689:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport (java.management@17.0.5)
 690:             7            168  jdk.xml.internal.JdkProperty$State (java.xml@17.0.5)
 691:             1            168  org.apache.catalina.core.StandardHost
 692:             7            168  org.apache.tomcat.util.net.SocketEvent
 693:             7            168  org.springframework.boot.actuate.endpoint.invoke.reflect.OperationMethodParameter
 694:             7            168  org.springframework.boot.logging.LogLevel
 695:             7            168  org.springframework.cglib.proxy.CallbackInfo
 696:             7            168  org.springframework.context.event.AbstractApplicationEventMulticaster$CachedListenerRetriever
 697:             7            168  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
 698:             7            168  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
 699:             7            168  sun.management.counter.Units (java.management@17.0.5)
 700:             3            168  sun.rmi.transport.Target (java.rmi@17.0.5)
 701:             4            160  [F (java.base@17.0.5)
 702:             2            160  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
 703:             2            160  [Ljava.lang.constant.DirectMethodHandleDesc$Kind; (java.base@17.0.5)
 704:             2            160  [Ljava.time.temporal.ChronoUnit; (java.base@17.0.5)
 705:             2            160  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@17.0.5)
 706:             3            160  [Ljava.util.logging.Level; (java.logging@17.0.5)
 707:             7            160  [Lorg.springframework.boot.actuate.autoconfigure.endpoint.expose.EndpointExposure;
 708:             2            160  [[Ljava.lang.String; (java.base@17.0.5)
 709:             4            160  com.fasterxml.jackson.core.Base64Variant
 710:             5            160  com.fasterxml.jackson.core.JsonEncoding
 711:             4            160  com.fasterxml.jackson.core.Version
 712:             4            160  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
 713:             4            160  com.fasterxml.jackson.databind.cfg.ConfigOverrides
 714:             5            160  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
 715:             5            160  com.fasterxml.jackson.databind.type.TypeFactory
 716:             5            160  io.micrometer.core.instrument.cumulative.CumulativeFunctionCounter
 717:             5            160  java.lang.invoke.MethodHandles$Lookup (java.base@17.0.5)
 718:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@17.0.5)
 719:             5            160  java.net.HostPortrange (java.base@17.0.5)
 720:             5            160  java.nio.DirectByteBuffer$Deallocator (java.base@17.0.5)
 721:             5            160  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@17.0.5)
 722:            10            160  java.util.Formatter$Flags (java.base@17.0.5)
 723:            10            160  java.util.IdentityHashMap$KeySet (java.base@17.0.5)
 724:             5            160  javax.management.StandardEmitterMBean (java.management@17.0.5)
 725:            10            160  jdk.proxy2.$Proxy38 (jdk.proxy2)
 726:             5            160  org.apache.catalina.core.ApplicationFilterConfig
 727:             4            160  org.apache.catalina.core.StandardPipeline
 728:             1            160  org.apache.catalina.session.StandardManager
 729:             4            160  org.apache.tomcat.util.log.UserDataHelper
 730:             1            160  org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory
 731:             1            160  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext
 732:             5            160  org.springframework.http.converter.ResourceHttpMessageConverter
 733:             4            160  org.springframework.util.LinkedCaseInsensitiveMap
 734:            10            160  org.springframework.util.LinkedMultiValueMap
 735:             4            160  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry
 736:             1            160  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
 737:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@17.0.5)
 738:             1            152  org.apache.coyote.http11.Http11NioProtocol
 739:             1            152  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader
 740:             1            144  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@17.0.5)
 741:             2            144  [Ljava.math.BigDecimal; (java.base@17.0.5)
 742:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
 743:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
 744:             6            144  io.micrometer.core.instrument.Meter$Type
 745:             3            144  io.micrometer.core.instrument.cumulative.CumulativeTimer
 746:             3            144  io.micrometer.core.instrument.distribution.TimeWindowMax
 747:             6            144  java.io.ObjectStreamClass$ExceptionInfo (java.base@17.0.5)
 748:             6            144  java.lang.Thread$State (java.base@17.0.5)
 749:             3            144  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@17.0.5)
 750:             9            144  java.rmi.server.Operation (java.rmi@17.0.5)
 751:             3            144  java.time.temporal.JulianFields$Field (java.base@17.0.5)
 752:             9            144  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.5)
 753:             2            144  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@17.0.5)
 754:             2            144  java.util.concurrent.ThreadPoolExecutor (java.base@17.0.5)
 755:             6            144  java.util.regex.Pattern$Ques (java.base@17.0.5)
 756:             3            144  javax.management.openmbean.TabularType (java.management@17.0.5)
 757:             6            144  jdk.internal.perf.PerfCounter (java.base@17.0.5)
 758:             6            144  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@17.0.5)
 759:             9            144  jdk.proxy2.$Proxy64 (jdk.proxy2)
 760:             1            144  org.apache.catalina.core.StandardServer
 761:             6            144  org.apache.coyote.http11.Http11InputBuffer$HeaderParsePosition
 762:             2            144  org.apache.tomcat.util.http.Parameters
 763:             6            144  org.springframework.boot.actuate.metrics.http.Outcome
 764:             6            144  org.springframework.boot.context.config.ConfigDataEnvironmentContributor$Kind
 765:             6            144  org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType
 766:             6            144  org.springframework.core.NamedThreadLocal
 767:             6            144  org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet
 768:             9            144  org.springframework.web.context.request.RequestScope
 769:             6            144  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition
 770:             6            144  org.springframework.web.servlet.mvc.method.annotation.ServletModelAttributeMethodProcessor
 771:             3            144  sun.nio.cs.ISO_8859_1$Encoder (java.base@17.0.5)
 772:             3            144  sun.nio.cs.StreamEncoder (java.base@17.0.5)
 773:             3            144  sun.nio.cs.UTF_8$Encoder (java.base@17.0.5)
 774:             1            144  sun.security.pkcs11.SunPKCS11 (jdk.crypto.cryptoki@17.0.5)
 775:             1            136  [Ljava.time.temporal.ChronoField; (java.base@17.0.5)
 776:             4            136  [Ljava.util.concurrent.atomic.AtomicLong; (java.base@17.0.5)
 777:             4            136  [Lorg.springframework.web.bind.annotation.RequestMethod;
 778:             6            128  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
 779:             2            128  [Ljava.time.Month; (java.base@17.0.5)
 780:             4            128  [Lorg.apache.coyote.http11.InputFilter;
 781:             4            128  [Lorg.apache.coyote.http11.OutputFilter;
 782:             4            128  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo
 783:             4            128  com.fasterxml.jackson.databind.cfg.CoercionConfigs
 784:             4            128  com.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket
 785:             4            128  com.fasterxml.jackson.databind.util.TypeKey
 786:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping (java.management@17.0.5)
 787:             2            128  com.sun.security.sasl.gsskerb.JdkSASL$ProviderService (jdk.security.jgss@17.0.5)
 788:             2            128  java.lang.ClassValue$ClassValueMap (java.base@17.0.5)
 789:             2            128  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL (java.base@17.0.5)
 790:             8            128  java.util.TreeMap$EntrySet (java.base@17.0.5)
 791:             4            128  java.util.concurrent.Semaphore$NonfairSync (java.base@17.0.5)
 792:             4            128  java.util.stream.FindOps$FindOp (java.base@17.0.5)
 793:             8            128  jdk.proxy1.$Proxy78 (jdk.proxy1)
 794:             8            128  jdk.proxy2.$Proxy36 (jdk.proxy2)
 795:             8            128  jdk.proxy2.$Proxy52 (jdk.proxy2)
 796:             8            128  jdk.proxy2.$Proxy53 (jdk.proxy2)
 797:             1            128  org.apache.catalina.core.StandardEngine
 798:             4            128  org.apache.coyote.ErrorState
 799:             2            128  org.apache.coyote.http11.filters.ChunkedInputFilter
 800:             2            128  org.springframework.beans.factory.config.DependencyDescriptor
 801:             4            128  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty
 802:             8            128  org.springframework.boot.convert.CollectionToDelimitedStringConverter
 803:             8            128  org.springframework.boot.logging.DeferredLogs$$Lambda$77/0x0000000800c9da78
 804:             4            128  org.springframework.http.converter.StringHttpMessageConverter
 805:             4            128  org.springframework.util.PropertyPlaceholderHelper
 806:             8            128  org.springframework.web.cors.DefaultCorsProcessor
 807:             4            128  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 808:             4            128  org.springframework.web.servlet.mvc.method.RequestMappingInfo$BuilderConfiguration
 809:             4            128  sun.management.NotificationEmitterSupport$ListenerInfo (java.management@17.0.5)
 810:             2            128  sun.security.jgss.SunProvider$ProviderService (java.security.jgss@17.0.5)
 811:             4            128  sun.util.locale.provider.LocaleResources (java.base@17.0.5)
 812:             5            120  [Lcom.fasterxml.jackson.databind.deser.KeyDeserializers;
 813:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@17.0.5)
 814:             3            120  [Lorg.springframework.http.HttpMethod;
 815:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
 816:             5            120  ch.qos.logback.core.subst.Token$Type
 817:             5            120  com.fasterxml.jackson.annotation.Nulls
 818:             5            120  com.fasterxml.jackson.core.util.DefaultIndenter
 819:             5            120  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
 820:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State (java.xml@17.0.5)
 821:             5            120  io.micrometer.core.instrument.MeterRegistry$$Lambda$598/0x0000000800f179c8
 822:             5            120  io.micrometer.core.instrument.MeterRegistry$1
 823:             5            120  java.lang.Double (java.base@17.0.5)
 824:             5            120  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.5)
 825:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@17.0.5)
 826:             5            120  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@17.0.5)
 827:             5            120  java.time.format.SignStyle (java.base@17.0.5)
 828:             5            120  java.util.concurrent.ConcurrentLinkedQueue (java.base@17.0.5)
 829:             5            120  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@17.0.5)
 830:             5            120  java.util.regex.Pattern$CharProperty (java.base@17.0.5)
 831:             5            120  java.util.stream.StreamOpFlag$Type (java.base@17.0.5)
 832:             5            120  javax.servlet.DispatcherType
 833:             5            120  javax.servlet.http.MappingMatch
 834:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@17.0.5)
 835:             5            120  jdk.jfr.internal.LogLevel (jdk.jfr@17.0.5)
 836:             3            120  jdk.xml.internal.XMLSecurityManager (java.xml@17.0.5)
 837:             3            120  org.apache.tomcat.util.buf.UDecoder$DecodeException
 838:             1            120  org.springframework.boot.actuate.endpoint.web.servlet.AdditionalHealthEndpointPathsWebMvcHandlerMapping
 839:             5            120  org.springframework.boot.ansi.AnsiStyle
 840:             5            120  org.springframework.context.annotation.FilterType
 841:             5            120  org.springframework.core.annotation.MergedAnnotations$SearchStrategy
 842:             5            120  org.springframework.core.convert.support.GenericConversionService$Converters
 843:             5            120  org.springframework.http.HttpStatus$Series
 844:             5            120  org.springframework.web.accept.ContentNegotiationManager
 845:             1            120  org.springframework.web.servlet.DispatcherServlet
 846:             5            120  sun.nio.ch.Util$BufferCache (java.base@17.0.5)
 847:             3            120  sun.nio.cs.ISO_8859_1$Decoder (java.base@17.0.5)
 848:             5            120  sun.nio.fs.WindowsPathType (java.base@17.0.5)
 849:             3            120  sun.rmi.transport.WeakRef (java.rmi@17.0.5)
 850:             2            112  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
 851:             5            112  [Lcom.fasterxml.jackson.databind.deser.ValueInstantiators;
 852:             4            112  [Lcom.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State; (java.xml@17.0.5)
 853:             1            112  [Ljava.time.LocalTime; (java.base@17.0.5)
 854:             2            112  [Ljavax.management.openmbean.OpenType; (java.management@17.0.5)
 855:             2            112  [Lorg.springframework.boot.autoconfigure.cache.CacheType;
 856:             2            112  java.nio.DirectIntBufferRU (java.base@17.0.5)
 857:             7            112  java.util.EnumMap$EntrySet (java.base@17.0.5)
 858:             7            112  jdk.internal.loader.ClassLoaderValue (java.base@17.0.5)
 859:             7            112  jdk.jfr.internal.instrument.$Proxy97 (jdk.jfr@17.0.5)
 860:             1            112  org.apache.catalina.connector.Connector
 861:             2            112  org.apache.coyote.http11.Http11OutputBuffer
 862:             7            112  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable
 863:             1            112  org.springframework.boot.actuate.endpoint.web.servlet.ControllerEndpointHandlerMapping
 864:             1            112  org.springframework.boot.actuate.endpoint.web.servlet.WebMvcEndpointHandlerMapping
 865:             1            112  org.springframework.boot.autoconfigure.AutoConfigurationPackages$BasePackagesBeanDefinition
 866:             3            104  [Ljava.time.ZoneOffset; (java.base@17.0.5)
 867:             4            104  [Ljava.util.stream.Collector$Characteristics; (java.base@17.0.5)
 868:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@17.0.5)
 869:             1            104  com.sun.crypto.provider.SunJCE (java.base@17.0.5)
 870:             1            104  com.sun.security.sasl.Provider (java.security.sasl@17.0.5)
 871:             1            104  com.sun.security.sasl.gsskerb.JdkSASL (jdk.security.jgss@17.0.5)
 872:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.5)
 873:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.5)
 874:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.5)
 875:             1            104  org.apache.catalina.authenticator.NonLoginAuthenticator
 876:             1            104  org.apache.tomcat.util.net.SocketProperties
 877:             1            104  org.jcp.xml.dsig.internal.dom.XMLDSigRI (java.xml.crypto@17.0.5)
 878:             1            104  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
 879:             1            104  org.springframework.web.servlet.view.InternalResourceViewResolver
 880:             1            104  sun.security.ec.SunEC (jdk.crypto.ec@17.0.5)
 881:             1            104  sun.security.jca.ProviderList$1 (java.base@17.0.5)
 882:             1            104  sun.security.jgss.SunProvider (java.security.jgss@17.0.5)
 883:             1            104  sun.security.mscapi.SunMSCAPI (jdk.crypto.mscapi@17.0.5)
 884:             1            104  sun.security.provider.Sun (java.base@17.0.5)
 885:             1            104  sun.security.provider.certpath.ldap.JdkLDAP (java.naming@17.0.5)
 886:             1            104  sun.security.rsa.SunRsaSign (java.base@17.0.5)
 887:             1            104  sun.security.smartcardio.SunPCSC (java.smartcardio@17.0.5)
 888:             1            104  sun.security.ssl.SunJSSE (java.base@17.0.5)
 889:             2             96  [Lcom.fasterxml.jackson.annotation.PropertyAccessor;
 890:             2             96  [Lcom.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket;
 891:             4             96  [Lcom.fasterxml.jackson.databind.type.TypeModifier;
 892:             2             96  [Ljava.lang.System$Logger$Level; (java.base@17.0.5)
 893:             2             96  [Lorg.springframework.boot.logging.LogLevel;
 894:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.5)
 895:             1             96  [[J (java.base@17.0.5)
 896:             1             96  ch.qos.logback.classic.LoggerContext
 897:             4             96  ch.qos.logback.core.pattern.parser.Token
 898:             4             96  ch.qos.logback.core.subst.Token
 899:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
 900:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
 901:             4             96  com.fasterxml.jackson.databind.cfg.CoercionAction
 902:             4             96  com.fasterxml.jackson.databind.cfg.MutableCoercionConfig
 903:             4             96  com.fasterxml.jackson.databind.deser.DeserializerCache
 904:             4             96  com.fasterxml.jackson.databind.introspect.SimpleMixInResolver
 905:             4             96  com.fasterxml.jackson.databind.module.SimpleDeserializers
 906:             4             96  com.fasterxml.jackson.databind.ser.SerializerCache
 907:             3             96  com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer
 908:             4             96  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ListenerWrapper (java.management@17.0.5)
 909:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@17.0.5)
 910:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@17.0.5)
 911:             2             96  com.sun.management.internal.GcInfoBuilder (jdk.management@17.0.5)
 912:             6             96  com.sun.proxy.jdk.proxy1.$Proxy91 (jdk.proxy1)
 913:             4             96  io.micrometer.core.instrument.StrongReferenceGaugeFunction
 914:             6             96  io.micrometer.core.instrument.binder.jvm.JvmThreadMetrics$$Lambda$590/0x0000000800f15be0
 915:             4             96  io.micrometer.core.instrument.binder.tomcat.TomcatMetrics$$Lambda$791/0x0000000800fa69c0
 916:             4             96  io.micrometer.core.instrument.binder.tomcat.TomcatMetrics$1
 917:             2             96  io.micrometer.core.instrument.distribution.DistributionStatisticConfig
 918:             3             96  java.io.BufferedOutputStream (java.base@17.0.5)
 919:             4             96  java.lang.ClassValue$Version (java.base@17.0.5)
 920:             3             96  java.lang.Runtime$Version (java.base@17.0.5)
 921:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@17.0.5)
 922:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@17.0.5)
 923:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.5)
 924:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@17.0.5)
 925:             4             96  java.rmi.server.ObjID (java.rmi@17.0.5)
 926:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@17.0.5)
 927:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@17.0.5)
 928:             4             96  java.time.format.FormatStyle (java.base@17.0.5)
 929:             3             96  java.util.Vector (java.base@17.0.5)
 930:             6             96  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.5)
 931:             2             96  java.util.concurrent.ConcurrentSkipListMap (java.base@17.0.5)
 932:             3             96  java.util.concurrent.CountDownLatch$Sync (java.base@17.0.5)
 933:             2             96  java.util.concurrent.LinkedBlockingQueue (java.base@17.0.5)
 934:             4             96  java.util.regex.Pattern$Qtype (java.base@17.0.5)
 935:             4             96  java.util.regex.Pattern$StartS (java.base@17.0.5)
 936:             4             96  java.util.stream.StreamShape (java.base@17.0.5)
 937:             3             96  javax.management.MBeanConstructorInfo (java.management@17.0.5)
 938:             4             96  javax.management.NotificationBroadcasterSupport (java.management@17.0.5)
 939:             4             96  javax.management.NotificationBroadcasterSupport$ListenerInfo (java.management@17.0.5)
 940:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@17.0.5)
 941:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@17.0.5)
 942:             4             96  jdk.jfr.internal.SecuritySupport$SafePath (jdk.jfr@17.0.5)
 943:             6             96  jdk.proxy2.$Proxy23 (jdk.proxy2)
 944:             6             96  jdk.proxy2.$Proxy47 (jdk.proxy2)
 945:             3             96  jdk.xml.internal.JdkProperty (java.xml@17.0.5)
 946:             3             96  jdk.xml.internal.XMLSecurityManager$NameMap (java.xml@17.0.5)
 947:             4             96  org.apache.catalina.webresources.EmptyResource
 948:             4             96  org.apache.commons.logging.LogAdapter$LogApi
 949:             3             96  org.apache.tomcat.util.collections.SynchronizedStack
 950:             3             96  org.apache.tomcat.util.http.ConcurrentDateFormat
 951:             4             96  org.apache.tomcat.util.http.MimeHeaders
 952:             4             96  org.apache.tomcat.util.http.SameSiteCookies
 953:             4             96  org.apache.tomcat.util.log.UserDataHelper$Config
 954:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$BindState
 955:             4             96  org.apache.tomcat.util.net.Acceptor$AcceptorState
 956:             4             96  org.apache.tomcat.util.threads.InlineExecutorService
 957:             1             96  org.apache.tomcat.util.threads.ThreadPoolExecutor
 958:             1             96  org.apache.tomcat.websocket.server.WsServerContainer
 959:             1             96  org.springframework.beans.GenericTypeAwarePropertyDescriptor
 960:             2             96  org.springframework.beans.SimpleTypeConverter
 961:             3             96  org.springframework.boot.actuate.autoconfigure.endpoint.expose.IncludeExcludeEndpointFilter
 962:             4             96  org.springframework.boot.actuate.autoconfigure.info.OnEnabledInfoContributorCondition
 963:             4             96  org.springframework.boot.actuate.endpoint.EndpointId
 964:             4             96  org.springframework.boot.actuate.health.Status
 965:             1             96  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat
 966:             4             96  org.springframework.context.annotation.ScopedProxyMode
 967:             6             96  org.springframework.core.$Proxy19
 968:             6             96  org.springframework.core.SerializableTypeWrapper$TypeProxyInvocationHandler
 969:             4             96  org.springframework.core.annotation.TypeMappedAnnotations$IsPresent
 970:             6             96  org.springframework.core.convert.support.CollectionToArrayConverter
 971:             6             96  org.springframework.core.convert.support.CollectionToStringConverter
 972:             6             96  org.springframework.format.datetime.DateFormatterRegistrar$CalendarToDateConverter
 973:             6             96  org.springframework.format.datetime.DateFormatterRegistrar$CalendarToLongConverter
 974:             6             96  org.springframework.format.datetime.DateFormatterRegistrar$DateToCalendarConverter
 975:             6             96  org.springframework.format.datetime.DateFormatterRegistrar$DateToLongConverter
 976:             6             96  org.springframework.format.datetime.DateFormatterRegistrar$LongToCalendarConverter
 977:             6             96  org.springframework.format.datetime.DateFormatterRegistrar$LongToDateConverter
 978:             3             96  org.springframework.http.converter.xml.SourceHttpMessageConverter
 979:             1             96  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor
 980:             4             96  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
 981:             1             96  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping
 982:             3             96  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
 983:             3             96  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
 984:             4             96  org.springframework.web.servlet.resource.DefaultResourceResolverChain
 985:             3             96  org.springframework.web.util.pattern.WildcardTheRestPathElement
 986:             3             96  sun.nio.ch.DummySocketImpl (java.base@17.0.5)
 987:             2             96  sun.nio.ch.SocketAdaptor (java.base@17.0.5)
 988:             1             96  sun.nio.ch.WEPollSelectorImpl (java.base@17.0.5)
 989:             3             96  sun.rmi.transport.LiveRef (java.rmi@17.0.5)
 990:             4             96  sun.security.provider.DRBG (java.base@17.0.5)
 991:             2             88  [Ljava.nio.file.attribute.PosixFilePermission; (java.base@17.0.5)
 992:             3             88  [Ljava.rmi.server.Operation; (java.rmi@17.0.5)
 993:             2             88  [Ljava.time.LocalDateTime; (java.base@17.0.5)
 994:             1             88  [Lorg.springframework.boot.ansi.AnsiColor;
 995:             4             88  [Lorg.springframework.boot.context.config.ConfigDataEnvironmentContributors$BinderOption;
 996:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@17.0.5)
 997:             1             88  com.sun.jmx.remote.util.ClassLoaderWithRepository (java.management@17.0.5)
 998:             1             88  io.micrometer.core.instrument.composite.CompositeMeterRegistry
 999:             1             88  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader (java.management.rmi@17.0.5)
1000:             1             88  jdk.jfr.events.ActiveRecordingEvent (jdk.jfr@17.0.5)
1001:             1             88  org.apache.catalina.core.StandardService
1002:             1             88  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping
1003:             1             88  org.springframework.web.servlet.function.support.RouterFunctionMapping
1004:             1             88  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
