 num     #instances         #bytes  class name (module)
2048:             1             24  io.micrometer.core.util.internal.logging.WarnThenDebugLogger
2049:             1             24  java.lang.StringBuilder (java.base@17.0.5)
2050:             1             24  java.lang.invoke.MethodHandleImpl$ArrayAccessor$1 (java.base@17.0.5)
2051:             1             24  java.lang.invoke.MethodHandleImpl$BindCaller$1 (java.base@17.0.5)
2052:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@17.0.5)
2053:             1             24  java.lang.invoke.VarHandle$TypesAndInvokers (java.base@17.0.5)
2054:             1             24  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@17.0.5)
2055:             1             24  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@17.0.5)
2056:             1             24  java.lang.invoke.VarHandles$1 (java.base@17.0.5)
2057:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@17.0.5)
2058:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@17.0.5)
2059:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@17.0.5)
2060:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@17.0.5)
2061:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@17.0.5)
2062:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@17.0.5)
2063:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@17.0.5)
2064:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@17.0.5)
2065:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@17.0.5)
2066:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@17.0.5)
2067:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@17.0.5)
2068:             1             24  java.lang.reflect.Proxy$1 (java.base@17.0.5)
2069:             1             24  java.math.MutableBigInteger (java.base@17.0.5)
2070:             1             24  java.net.Inet6AddressImpl (java.base@17.0.5)
2071:             1             24  java.net.Socket$SocketInputStream (java.base@17.0.5)
2072:             1             24  java.net.Socket$SocketOutputStream (java.base@17.0.5)
2073:             1             24  java.security.Policy$PolicyInfo (java.base@17.0.5)
2074:             1             24  java.security.Policy$UnsupportedEmptyCollection (java.base@17.0.5)
2075:             1             24  java.security.ProtectionDomain$JavaSecurityAccessImpl$1 (java.base@17.0.5)
2076:             1             24  java.time.format.DecimalStyle (java.base@17.0.5)
2077:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@17.0.5)
2078:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@17.0.5)
2079:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@17.0.5)
2080:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@17.0.5)
2081:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@17.0.5)
2082:             1             24  java.util.Collections$EmptyMap (java.base@17.0.5)
2083:             1             24  java.util.Collections$SynchronizedCollection (java.base@17.0.5)
2084:             1             24  java.util.Collections$SynchronizedSet (java.base@17.0.5)
2085:             1             24  java.util.Comparators$NaturalOrderComparator (java.base@17.0.5)
2086:             1             24  java.util.Comparators$NullComparator (java.base@17.0.5)
2087:             1             24  java.util.Locale$Cache (java.base@17.0.5)
2088:             1             24  java.util.OptionalInt (java.base@17.0.5)
2089:             1             24  java.util.PropertyPermissionCollection (java.base@17.0.5)
2090:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@17.0.5)
2091:             1             24  java.util.ServiceLoader$2 (java.base@17.0.5)
2092:             1             24  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@17.0.5)
2093:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter (java.base@17.0.5)
2094:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@17.0.5)
2095:             1             24  java.util.regex.Pattern$Neg (java.base@17.0.5)
2096:             1             24  java.util.regex.Pattern$Pos (java.base@17.0.5)
2097:             1             24  javax.websocket.CloseReason
2098:             1             24  jdk.internal.jimage.ImageReader (java.base@17.0.5)
2099:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@17.0.5)
2100:             1             24  jdk.internal.module.ModuleHashes (java.base@17.0.5)
2101:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@17.0.5)
2102:             1             24  jdk.internal.ref.CleanerImpl (java.base@17.0.5)
2103:             1             24  jdk.jfr.internal.ShutdownHook (jdk.jfr@17.0.5)
2104:             1             24  jdk.jfr.internal.handlers.EventHandler8057_1672863799398-33088 (jdk.jfr@17.0.5)
2105:             1             24  jdk.jfr.internal.handlers.EventHandler8075_1672863799398-33088 (jdk.jfr@17.0.5)
2106:             1             24  jdk.jfr.internal.handlers.EventHandler8078_1672863799398-33088 (jdk.jfr@17.0.5)
2107:             1             24  jdk.jfr.internal.handlers.EventHandler8242_1672863799398-33088 (jdk.jfr@17.0.5)
2108:             1             24  jdk.jfr.internal.handlers.EventHandler8245_1672863799398-33088 (jdk.jfr@17.0.5)
2109:             1             24  jdk.jfr.internal.handlers.EventHandler8248_1672863799398-33088 (jdk.jfr@17.0.5)
2110:             1             24  jdk.jfr.internal.handlers.EventHandler8251_1672863799398-33088 (jdk.jfr@17.0.5)
2111:             1             24  jdk.jfr.internal.management.StreamManager (jdk.jfr@17.0.5)
2112:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@17.0.5)
2113:             1             24  narif.poc.memoryleaks.controllers.PersonController
2114:             1             24  org.apache.catalina.core.ApplicationContextFacade
2115:             1             24  org.apache.catalina.core.ApplicationMapping
2116:             1             24  org.apache.catalina.core.StandardContext$ContextFilterMaps
2117:             1             24  org.apache.catalina.core.StandardWrapperFacade
2118:             1             24  org.apache.catalina.mapper.Mapper$ContextList
2119:             1             24  org.apache.catalina.mapper.Mapper$MappedContext
2120:             1             24  org.apache.catalina.mapper.Mapper$MappedWrapper
2121:             1             24  org.apache.catalina.startup.CatalinaBaseConfigurationSource
2122:             1             24  org.apache.catalina.util.ParameterMap
2123:             1             24  org.apache.catalina.webresources.TomcatURLStreamHandlerFactory
2124:             1             24  org.apache.naming.StringManager
2125:             1             24  org.apache.tomcat.util.buf.CharsetCache$DummyCharset
2126:             1             24  org.apache.tomcat.util.collections.ConcurrentCache
2127:             1             24  org.apache.tomcat.util.file.ConfigurationSource$1
2128:             1             24  org.apache.tomcat.util.net.SocketBufferHandler$1
2129:             1             24  org.apache.tomcat.websocket.WsExtension
2130:             1             24  org.apache.tomcat.websocket.server.WsFilter
2131:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
2132:             1             24  org.slf4j.impl.StaticLoggerBinder
2133:             1             24  org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator$BeanFactoryAdvisorRetrievalHelperAdapter
2134:             1             24  org.springframework.beans.factory.annotation.InjectionMetadata$1
2135:             1             24  org.springframework.beans.factory.support.AbstractBeanFactory$BeanPostProcessorCacheAwareList
2136:             1             24  org.springframework.beans.support.ResourceEditorRegistrar
2137:             1             24  org.springframework.boot.DefaultApplicationArguments
2138:             1             24  org.springframework.boot.SpringApplicationBannerPrinter$PrintedBanner
2139:             1             24  org.springframework.boot.SpringApplicationShutdownHook$Handlers
2140:             1             24  org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointAutoConfiguration
2141:             1             24  org.springframework.boot.actuate.autoconfigure.endpoint.web.WebEndpointProperties$Exposure
2142:             1             24  org.springframework.boot.actuate.autoconfigure.health.AutoConfiguredHealthEndpointGroups
2143:             1             24  org.springframework.boot.actuate.autoconfigure.health.HealthProperties$Status
2144:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.CompositeMeterRegistryConfiguration$MultipleNonPrimaryMeterRegistriesCondition
2145:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$Data$Repository
2146:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$Web
2147:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$Web$Client
2148:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$Web$Client$ClientRequest
2149:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$Web$Server
2150:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$Web$Server$ServerRequest
2151:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.PropertiesMeterFilter
2152:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.export.OnMetricsExportEnabledCondition
2153:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.export.simple.SimpleProperties
2154:             1             24  org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration$MetricsWebMvcConfigurer
2155:             1             24  org.springframework.boot.actuate.autoconfigure.system.DiskSpaceHealthIndicatorProperties
2156:             1             24  org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$$Lambda$616/0x0000000800f24250
2157:             1             24  org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$$Lambda$623/0x0000000800f24d40
2158:             1             24  org.springframework.boot.actuate.endpoint.web.EndpointMediaTypes
2159:             1             24  org.springframework.boot.actuate.endpoint.web.PathMappedEndpoints
2160:             1             24  org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar
2161:             1             24  org.springframework.boot.actuate.health.Health
2162:             1             24  org.springframework.boot.actuate.health.HealthEndpoint
2163:             1             24  org.springframework.boot.actuate.health.HealthEndpointWebExtension
2164:             1             24  org.springframework.boot.actuate.health.PingHealthIndicator
2165:             1             24  org.springframework.boot.actuate.metrics.system.DiskSpaceMetricsBinder
2166:             1             24  org.springframework.boot.actuate.metrics.web.client.MetricsClientHttpRequestInterceptor$UrlTemplateThreadLocal
2167:             1             24  org.springframework.boot.actuate.metrics.web.servlet.DefaultWebMvcTagsProvider
2168:             1             24  org.springframework.boot.actuate.metrics.web.servlet.LongTaskTimingHandlerInterceptor
2169:             1             24  org.springframework.boot.actuate.metrics.web.tomcat.TomcatMetricsBinder
2170:             1             24  org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationEntry
2171:             1             24  org.springframework.boot.autoconfigure.AutoConfigurationPackages$BasePackages
2172:             1             24  org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$1
2173:             1             24  org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$2
2174:             1             24  org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$1
2175:             1             24  org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$2
2176:             1             24  org.springframework.boot.autoconfigure.freemarker.FreeMarkerTemplateAvailabilityProvider
2177:             1             24  org.springframework.boot.autoconfigure.groovy.template.GroovyTemplateAvailabilityProvider
2178:             1             24  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$NotReactiveWebApplicationCondition
2179:             1             24  org.springframework.boot.autoconfigure.info.ProjectInfoProperties
2180:             1             24  org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Build
2181:             1             24  org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Git
2182:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$StandardJackson2ObjectMapperBuilderCustomizer
2183:             1             24  org.springframework.boot.autoconfigure.security.DefaultWebSecurityCondition
2184:             1             24  org.springframework.boot.autoconfigure.sql.init.SqlInitializationAutoConfiguration$SqlInitializationModeCondition
2185:             1             24  org.springframework.boot.autoconfigure.task.TaskExecutionProperties
2186:             1             24  org.springframework.boot.autoconfigure.task.TaskExecutionProperties$Shutdown
2187:             1             24  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties
2188:             1             24  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties$Shutdown
2189:             1             24  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders
2190:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Reactive$Session
2191:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Resource
2192:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Threads
2193:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Options
2194:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Threads
2195:             1             24  org.springframework.boot.autoconfigure.web.WebProperties
2196:             1             24  org.springframework.boot.autoconfigure.web.WebProperties$Resources$Cache
2197:             1             24  org.springframework.boot.autoconfigure.web.WebProperties$Resources$Chain
2198:             1             24  org.springframework.boot.autoconfigure.web.WebProperties$Resources$Chain$Strategy
2199:             1             24  org.springframework.boot.autoconfigure.web.WebProperties$Resources$Chain$Strategy$Content
2200:             1             24  org.springframework.boot.autoconfigure.web.WebProperties$Resources$Chain$Strategy$Fixed
2201:             1             24  org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$NotReactiveWebApplicationCondition
2202:             1             24  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer
2203:             1             24  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$499/0x0000000800ee5058
2204:             1             24  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer
2205:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Contentnegotiation
2206:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Format
2207:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Pathmatch
2208:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Servlet
2209:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$View
2210:             1             24  org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController
2211:             1             24  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration
2212:             1             24  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorPageCustomizer
2213:             1             24  org.springframework.boot.availability.ApplicationAvailabilityBean
2214:             1             24  org.springframework.boot.builder.ParentContextCloserApplicationListener
2215:             1             24  org.springframework.boot.cloud.CloudPlatform$1
2216:             1             24  org.springframework.boot.cloud.CloudPlatform$2
2217:             1             24  org.springframework.boot.cloud.CloudPlatform$3
2218:             1             24  org.springframework.boot.cloud.CloudPlatform$4
2219:             1             24  org.springframework.boot.cloud.CloudPlatform$5
2220:             1             24  org.springframework.boot.cloud.CloudPlatform$6
2221:             1             24  org.springframework.boot.context.ContextIdApplicationContextInitializer$ContextId
2222:             1             24  org.springframework.boot.context.config.ConfigData
2223:             1             24  org.springframework.boot.context.config.ConfigDataEnvironmentContributors$BinderOption
2224:             1             24  org.springframework.boot.context.config.ConfigDataNotFoundAction$1
2225:             1             24  org.springframework.boot.context.config.ConfigDataNotFoundAction$2
2226:             1             24  org.springframework.boot.context.config.DelegatingApplicationListener
2227:             1             24  org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor
2228:             1             24  org.springframework.boot.context.properties.PropertyMapper
2229:             1             24  org.springframework.boot.context.properties.bind.Bindable$BindRestriction
2230:             1             24  org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean
2231:             1             24  org.springframework.boot.context.properties.bind.PropertySourcesPlaceholdersResolver
2232:             1             24  org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
2233:             1             24  org.springframework.boot.context.properties.source.DefaultPropertyMapper
2234:             1             24  org.springframework.boot.env.EnvironmentPostProcessorApplicationListener
2235:             1             24  org.springframework.boot.env.RandomValuePropertySource
2236:             1             24  org.springframework.boot.logging.AbstractLoggingSystem$LogLevels
2237:             1             24  org.springframework.boot.logging.DeferredLogs
2238:             1             24  org.springframework.boot.type.classreading.ConcurrentReferenceCachingMetadataReaderFactory
2239:             1             24  org.springframework.boot.web.context.WebServerGracefulShutdownLifecycle
2240:             1             24  org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory$StaticResourceConfigurer
2241:             1             24  org.springframework.boot.web.embedded.tomcat.TomcatStarter
2242:             1             24  org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$500/0x0000000800ee5e68
2243:             1             24  org.springframework.boot.web.server.ErrorPage
2244:             1             24  org.springframework.boot.web.server.ErrorPageRegistrarBeanPostProcessor
2245:             1             24  org.springframework.boot.web.server.WebServerFactoryCustomizerBeanPostProcessor
2246:             1             24  org.springframework.boot.web.servlet.context.WebApplicationContextServletContextAwareProcessor
2247:             1             24  org.springframework.boot.web.servlet.context.WebServerStartStopLifecycle
2248:             1             24  org.springframework.boot.web.servlet.server.DocumentRoot
2249:             1             24  org.springframework.boot.web.servlet.server.Jsp
2250:             1             24  org.springframework.cglib.core.EmitUtils$ArrayDelimiters
2251:             1             24  org.springframework.cglib.core.MethodWrapper$MethodWrapperKey$$KeyFactoryByCGLIB$$552be97a
2252:             1             24  org.springframework.cglib.core.internal.LoadingCache
2253:             1             24  org.springframework.context.annotation.ConfigurationClassEnhancer$ConditionalCallbackFilter
2254:             1             24  org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver
2255:             1             24  org.springframework.context.event.AbstractApplicationEventMulticaster$DefaultListenerRetriever
2256:             1             24  org.springframework.context.event.EventExpressionEvaluator
2257:             1             24  org.springframework.context.support.ApplicationContextAwareProcessor
2258:             1             24  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker
2259:             1             24  org.springframework.context.support.PropertySourcesPlaceholderConfigurer$$Lambda$334/0x0000000800e83510
2260:             1             24  org.springframework.core.Constants
2261:             1             24  org.springframework.core.OrderComparator$$Lambda$356/0x0000000800e9add8
2262:             1             24  org.springframework.core.annotation.IntrospectionFailureLogger$1
2263:             1             24  org.springframework.core.annotation.IntrospectionFailureLogger$2
2264:             1             24  org.springframework.core.env.CommandLineArgs
2265:             1             24  org.springframework.core.env.MapPropertySource
2266:             1             24  org.springframework.core.env.PropertySource$StubPropertySource
2267:             1             24  org.springframework.core.type.classreading.CachingMetadataReaderFactory
2268:             1             24  org.springframework.expression.spel.support.StandardTypeLocator
2269:             1             24  org.springframework.http.ReadOnlyHttpHeaders
2270:             1             24  org.springframework.http.server.DefaultPathContainer
2271:             1             24  org.springframework.jndi.JndiTemplate
2272:             1             24  org.springframework.objenesis.SpringObjenesis
2273:             1             24  org.springframework.web.accept.MappingMediaTypeFileExtensionResolver
2274:             1             24  org.springframework.web.context.support.ServletContextPropertySource
2275:             1             24  org.springframework.web.context.support.ServletContextResource
2276:             1             24  org.springframework.web.context.support.ServletContextResourcePatternResolver
2277:             1             24  org.springframework.web.context.support.ServletContextScope
2278:             1             24  org.springframework.web.method.annotation.RequestHeaderMethodArgumentResolver
2279:             1             24  org.springframework.web.method.support.CompositeUriComponentsContributor
2280:             1             24  org.springframework.web.servlet.function.support.HandlerFunctionAdapter
2281:             1             24  org.springframework.web.servlet.handler.HandlerExceptionResolverComposite
2282:             1             24  org.springframework.web.servlet.i18n.AcceptHeaderLocaleResolver
2283:             1             24  org.springframework.web.servlet.mvc.method.annotation.RequestPartMethodArgumentResolver
2284:             1             24  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyEmitterReturnValueHandler
2285:             1             24  org.springframework.web.servlet.support.SessionFlashMapManager
2286:             1             24  org.springframework.web.servlet.view.ViewResolverComposite
2287:             1             24  org.springframework.web.util.UrlPathHelper$1
2288:             1             24  org.springframework.web.util.pattern.PathPattern$PathMatchInfo
2289:             1             24  org.springframework.web.util.pattern.PathPatternParser$1
2290:             1             24  sun.management.CompilationImpl (java.management@17.0.5)
2291:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@17.0.5)
2292:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@17.0.5)
2293:             1             24  sun.management.MemoryImpl (java.management@17.0.5)
2294:             1             24  sun.management.RuntimeImpl (java.management@17.0.5)
2295:             1             24  sun.management.VMManagementImpl (java.management@17.0.5)
2296:             1             24  sun.net.ProgressMonitor (java.base@17.0.5)
2297:             1             24  sun.nio.ch.PipeImpl (java.base@17.0.5)
2298:             1             24  sun.nio.cs.ISO_8859_1 (java.base@17.0.5)
2299:             1             24  sun.nio.cs.StandardCharsets (java.base@17.0.5)
2300:             1             24  sun.nio.cs.ThreadLocalCoders$1 (java.base@17.0.5)
2301:             1             24  sun.nio.cs.ThreadLocalCoders$2 (java.base@17.0.5)
2302:             1             24  sun.nio.cs.US_ASCII (java.base@17.0.5)
2303:             1             24  sun.nio.cs.UTF_16 (java.base@17.0.5)
2304:             1             24  sun.nio.cs.UTF_16BE (java.base@17.0.5)
2305:             1             24  sun.nio.cs.UTF_16LE (java.base@17.0.5)
2306:             1             24  sun.nio.cs.UTF_8 (java.base@17.0.5)
2307:             1             24  sun.nio.fs.WindowsFileSystem (java.base@17.0.5)
2308:             1             24  sun.nio.fs.WindowsSecurityDescriptor (java.base@17.0.5)
2309:             1             24  sun.rmi.runtime.RuntimeUtil$1 (java.rmi@17.0.5)
2310:             1             24  sun.rmi.transport.DGCImpl (java.rmi@17.0.5)
2311:             1             24  sun.rmi.transport.SequenceEntry (java.rmi@17.0.5)
2312:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@17.0.5)
2313:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@17.0.5)
2314:             1             24  sun.util.locale.BaseLocale$Cache (java.base@17.0.5)
2315:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@17.0.5)
2316:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@17.0.5)
2317:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@17.0.5)
2318:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@17.0.5)
2319:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@17.0.5)
2320:             1             16  [Lch.qos.logback.core.filter.Filter;
2321:             1             16  [Lcom.fasterxml.jackson.databind.AbstractTypeResolver;
2322:             1             16  [Lcom.fasterxml.jackson.databind.deser.BeanDeserializerModifier;
2323:             1             16  [Lcom.fasterxml.jackson.databind.introspect.AnnotationMap;
2324:             1             16  [Lcom.fasterxml.jackson.databind.ser.BeanSerializerModifier;
2325:             1             16  [Lcom.fasterxml.jackson.databind.util.ClassUtil$Ctor;
2326:             1             16  [Lio.micrometer.core.instrument.distribution.CountAtBucket;
2327:             1             16  [Lio.micrometer.core.instrument.distribution.ValueAtPercentile;
2328:             1             16  [Ljava.beans.EventSetDescriptor; (java.desktop@17.0.5)
2329:             1             16  [Ljava.beans.PropertyDescriptor; (java.desktop@17.0.5)
2330:             1             16  [Ljava.lang.Throwable; (java.base@17.0.5)
2331:             1             16  [Ljava.lang.constant.Constable; (java.base@17.0.5)
2332:             1             16  [Ljava.lang.management.LockInfo; (java.management@17.0.5)
2333:             1             16  [Ljava.lang.management.MonitorInfo; (java.management@17.0.5)
2334:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@17.0.5)
2335:             1             16  [Ljava.security.Provider; (java.base@17.0.5)
2336:             1             16  [Ljava.security.cert.Certificate; (java.base@17.0.5)
2337:             1             16  [Ljava.text.FieldPosition; (java.base@17.0.5)
2338:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@17.0.5)
2339:             1             16  [Ljava.util.logging.Handler; (java.logging@17.0.5)
2340:             1             16  [Lorg.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry;
2341:             1             16  [Lorg.apache.tomcat.util.descriptor.web.ApplicationParameter;
2342:             1             16  [Lorg.apache.tomcat.util.descriptor.web.SecurityConstraint;
2343:             1             16  [Lorg.apache.tomcat.util.modeler.NotificationInfo;
2344:             1             16  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyName;
2345:             1             16  [Lorg.springframework.web.context.request.async.CallableProcessingInterceptor;
2346:             1             16  [Lorg.springframework.web.context.request.async.DeferredResultProcessingInterceptor;
2347:             1             16  ch.qos.logback.classic.pattern.EnsureExceptionHandling
2348:             1             16  ch.qos.logback.classic.pattern.TargetLengthBasedClassNameAbbreviator
2349:             1             16  ch.qos.logback.classic.selector.DefaultContextSelector
2350:             1             16  ch.qos.logback.core.LifeCycleManager
2351:             1             16  ch.qos.logback.core.joran.spi.ConsoleTarget$1
2352:             1             16  ch.qos.logback.core.joran.spi.ConsoleTarget$2
2353:             1             16  ch.qos.logback.core.spi.AppenderAttachableImpl
2354:             1             16  ch.qos.logback.core.spi.FilterAttachableImpl
2355:             1             16  com.fasterxml.jackson.core.io.JsonStringEncoder
2356:             1             16  com.fasterxml.jackson.core.util.DefaultPrettyPrinter$FixedSpaceIndenter
2357:             1             16  com.fasterxml.jackson.core.util.DefaultPrettyPrinter$NopIndenter
2358:             1             16  com.fasterxml.jackson.databind.deser.std.StdKeyDeserializers
2359:             1             16  com.fasterxml.jackson.databind.ext.Java7SupportImpl
2360:             1             16  com.fasterxml.jackson.databind.introspect.AnnotationCollector$EmptyCollector
2361:             1             16  com.fasterxml.jackson.databind.introspect.AnnotationCollector$NoAnnotations
2362:             1             16  com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1
2363:             1             16  com.fasterxml.jackson.databind.jsontype.impl.LaissezFaireSubTypeValidator
2364:             1             16  com.fasterxml.jackson.databind.ser.impl.UnknownSerializer
2365:             1             16  com.fasterxml.jackson.databind.ser.std.NullSerializer
2366:             1             16  com.fasterxml.jackson.databind.ser.std.StringSerializer
2367:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$256/0x0000000800db02a8
2368:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$257/0x0000000800db06e8
2369:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$258/0x0000000800db0b28
2370:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$259/0x0000000800db0d60
2371:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$260/0x0000000800db0f88
2372:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$261/0x0000000800db11c0
2373:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$262/0x0000000800db13f8
2374:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$263/0x0000000800db1630
2375:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$264/0x0000000800db1858
2376:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$265/0x0000000800db1a90
2377:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$266/0x0000000800db1cc8
2378:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$267/0x0000000800db2198
2379:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.DurationKeyDeserializer
2380:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.InstantKeyDeserializer
2381:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.LocalDateKeyDeserializer
2382:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.LocalDateTimeKeyDeserializer
2383:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.LocalTimeKeyDeserializer
2384:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.MonthDayKeyDeserializer
2385:             1             16  com.fasterxml.jackson.datatype.jsr310.deser.key.OffsetDateTimeKeyDeserializer
